character,Cantonese,Mandarin,Initial_Cantonese,Rhyme_Cantonese,Tone_Cantonese,Initial_Mandarin,Rhyme_Mandarin,Tone_Mandarin
彤,tung4,tong2,t,ung,4,t,ong,2
莓,mui4,mei2,m,ui,4,m,ei,2
岬,gaap3,jia3,g,aap,3,j,ia,3
媛,jyun6,yuan4,j,ün,6,y,üän,4
惆,cau4,chou2,c,au,4,ch,ou,2
囔,nong4,nang1,n,ong,4,n,ang,1
蜓,ting4,ting2,t,ing,4,t,ing,2
孺,jyu6,ru2,j,ü,6,r,u,2
徵,zing1,zheng1,z,ing,1,zh,eng,1
焊,hon6,han4,h,on,6,h,an,4
岱,doi6,dai4,d,oi,6,d,ai,4
昵,nik1,ni4,n,ik,1,n,i,4
卅,saa1,sa4,s,aa,1,s,a,4
飙,biu1,biao1,b,iu,1,b,iao,1
痞,pei2,pi3,p,ei,2,p,i,3
隼,zeon2,zhun3,z,eon,2,zh,un,3
恫,dung6,tong1,d,ung,6,t,ong,1
桀,git6,jie2,g,it,6,j,ie,2
绶,sau6,shou4,s,au,6,sh,ou,4
裆,dong1,dang1,d,ong,1,d,ang,1
盂,jyu4,yu2,j,ü,4,y,ü,2
桧,kui2,kuai4,k,ui,2,k,uai,4
蚓,jan5,yin3,j,an,5,y,in,3
抠,kau1,kou1,k,au,1,k,ou,1
槌,ceoi4,chui2,c,eoi,4,ch,ui,2
痘,dau6,dou4,d,au,6,d,ou,4
痢,lei6,li4,l,ei,6,l,i,4
芮,jeoi6,rui4,j,eoi,6,r,ui,4
蚣,gung1,gong1,g,ung,1,g,ong,1
闩,saan1,shuan1,s,aan,1,sh,uan,1
铿,hang1,keng1,h,ang,1,k,eng,1
飓,geoi6,ju4,g,eoi,6,j,ü,4
疱,paau3,pao4,p,aau,3,p,ao,4
蝌,fo1,ke1,f,o,1,k,e,1
撅,kyut3,jue1,k,üt,3,j,üe,1
蚯,jau1,qiu1,j,au,1,q,iu,1
斡,waat3,wo4,w,aat,3,w,o,4
窠,fo1,ke1,f,o,1,k,e,1
荚,gaap3,jia2,g,aap,3,j,ia,2
耷,daap3,da1,d,aap,3,d,a,1
砚,jin6,yan4,j,in,6,y,än,4
牒,dip6,die2,d,ip,6,d,ie,2
赈,zan3,zhen4,z,an,3,zh,en,4
煦,heoi3,xu3,h,eoi,3,x,ü,3
嗫,zip3,nie4,z,ip,3,n,ie,4
耙,paa4,ba4,p,aa,4,b,a,4
榕,jung4,rong2,j,ung,4,r,ong,2
鞑,taat3,da2,t,aat,3,d,a,2
袤,maau6,mao4,m,aau,6,m,ao,4
醺,fan1,xun1,f,an,1,x,ün,1
徨,wong4,huang2,w,ong,4,h,uang,2
橹,lou5,lu3,l,ou,5,l,u,3
翡,fei2,fei3,f,ei,2,f,ei,3
缨,jing1,ying1,j,ing,1,y,ing,1
锹,ciu1,qiao1,c,iu,1,q,iao,1
嵇,hai4,ji1,h,ai,4,j,i,1
圪,ngat6,ge1,ng,at,6,g,e,1
髻,gai3,ji4,g,ai,3,j,i,4
嗬,ho2,he1,h,o,2,h,e,1
辎,zi1,zi1,z,i,1,z,i,1
痣,zi3,zhi4,z,i,3,zh,i,4
娩,min5,mian3,m,in,5,m,ian,3
谄,cim2,chan3,c,im,2,ch,an,3
鹞,jiu6,yao4,j,iu,6,y,ao,4
翱,ngou4,ao2,ng,ou,4, ,ao,2
庖,paau4,pao2,p,aau,4,p,ao,2
籁,laai6,lai4,l,aai,6,l,ai,4
蓿,suk1,su4,s,uk,1,s,u,4
鳗,maan4,man2,m,aan,4,m,an,2
疟,joek6,nve4,j,oek,6,n,üe,4
鲇,nim4,nian2,n,im,4,n,ian,2
這,ze5,zhe4,z,e,5,zh,e,4
嚅,jyu4,ru2,j,ü,4,r,u,2
瘀,jyu2,yu1,j,ü,2,y,ü,1
颔,ham5,han4,h,am,5,h,an,4
黜,zeot1,chu4,z,eot,1,ch,u,4
黠,kit3,xia2,k,it,3,x,ia,2
馁,neoi5,nei3,n,eoi,5,n,ei,3
忐,taan2,tan3,t,aan,2,t,an,3
忑,tik1,te4,t,ik,1,t,e,4
咂,zaap3,za1,z,aap,3,z,a,1
罹,lei4,li2,l,ei,4,l,i,2
糠,hong1,kang1,h,ong,1,k,ang,1
匝,zaap3,za1,z,aap,3,z,a,1
偃,jin2,yan3,j,in,2,y,än,3
纫,jan6,ren4,j,an,6,r,en,4
闾,leoi4,lv2,l,eoi,4,l,ü,2
祛,keoi1,qu1,k,eoi,1,q,ü,1
蛰,zat6,zhi2,z,at,6,zh,i,2
腼,min5,mian3,m,in,5,m,ian,3
涝,lou6,lao4,l,ou,6,l,ao,4
曜,jiu6,yao4,j,iu,6,y,ao,4
厩,gau3,jiu4,g,au,3,j,iu,4
闰,jeon6,run4,j,eon,6,r,un,4
洄,wui4,hui2,w,ui,4,h,ui,2
汐,zik6,xi4,z,ik,6,x,i,4
铬,lok3,ge4,l,ok,3,g,e,4
經,ging1,jing1,g,ing,1,j,ing,1
渥,aak1,wo4, ,aak,1,w,o,4
靼,daat3,da2,d,aat,3,d,a,2
酗,heoi3,xu4,h,eoi,3,x,ü,4
苓,ling4,ling2,l,ing,4,l,ing,2
噤,gam3,jin4,g,am,3,j,in,4
咫,zi2,zhi3,z,i,2,zh,i,3
鲫,zik1,ji4,z,ik,1,j,i,4
锭,ding3,ding4,d,ing,3,d,ing,4
罔,mong5,wang3,m,ong,5,w,ang,3
匍,pou4,pu2,p,ou,4,p,u,2
锰,maang5,meng3,m,aang,5,m,eng,3
岌,kap1,ji2,k,ap,1,j,i,2
糯,no6,nuo4,n,o,6,n,uo,4
胫,ging3,jing4,g,ing,3,j,ing,4
熠,jap1,yi4,j,ap,1,y,i,4
沅,jyun4,yuan2,j,ün,4,y,üän,2
棣,dai6,di4,d,ai,6,d,i,4
旌,zing1,jing1,z,ing,1,j,ing,1
豌,wun2,wan1,w,un,2,w,an,1
孢,baau1,bao1,b,aau,1,b,ao,1
镭,leoi4,lei2,l,eoi,4,l,ei,2
驸,fu6,fu4,f,u,6,f,u,4
腌,jim1,yan1,j,im,1,y,än,1
盹,deon6,dun3,d,eon,6,d,un,3
镐,gou2,hao4,g,ou,2,h,ao,4
癞,laai3,lai4,l,aai,3,l,ai,4
骰,tau4,tou2,t,au,4,t,ou,2
韭,gau2,jiu3,g,au,2,j,iu,3
阖,hap6,ge2,h,ap,6,g,e,2
瞑,ming5,ming2,m,ing,5,m,ing,2
裨,bei1,bi4,b,ei,1,b,i,4
宕,dong6,dang4,d,ong,6,d,ang,4
戾,leoi6,li4,l,eoi,6,l,i,4
镌,zeon3,juan1,z,eon,3,j,üän,1
溟,ming4,ming2,m,ing,4,m,ing,2
牍,duk6,du2,d,uk,6,d,u,2
隽,syun5,jun4,s,ün,5,j,ün,4
婊,biu2,biao3,b,iu,2,b,iao,3
鹄,guk1,hu2,g,uk,1,h,u,2
埂,gang2,geng3,g,ang,2,g,eng,3
娲,wo1,wa1,w,o,1,w,a,1
虬,kau4,qiu2,k,au,4,q,iu,2
萱,hyun1,xuan1,h,ün,1,x,üän,1
蠡,lai5,li3,l,ai,5,l,i,3
芋,wu6,yu4,w,u,6,y,ü,4
胭,jin1,yan1,j,in,1,y,än,1
豺,caai4,chai2,c,aai,4,ch,ai,2
褛,leoi5,lv3,l,eoi,5,l,ü,3
蛆,zeoi1,qu1,z,eoi,1,q,ü,1
柠,ning4,ning2,n,ing,4,n,ing,2
掰,maak3,bai1,m,aak,3,b,ai,1
篆,syun6,zhuan4,s,ün,6,zh,uan,4
倌,gun1,guan1,g,un,1,g,uan,1
咛,ning4,ning2,n,ing,4,n,ing,2
蛭,zat6,zhi4,z,at,6,zh,i,4
荨,cam4,xun2,c,am,4,x,ün,2
莞,gun2,guan1,g,un,2,g,uan,1
澹,daam6,dan4,d,aam,6,d,an,4
纭,wan4,yun2,w,an,4,y,ün,2
潞,lou6,lu4,l,ou,6,l,u,4
弋,jik6,yi4,j,ik,6,y,i,4
飕,sau1,sou1,s,au,1,s,ou,1
螳,tong4,tang2,t,ong,4,t,ang,2
蟑,zoeng1,zhang1,z,oeng,1,zh,ang,1
猥,wai2,wei3,w,ai,2,w,ei,3
宓,fuk6,mi4,f,uk,6,m,i,4
昙,taam4,tan2,t,aam,4,t,an,2
锏,gaan2,jian3,g,aan,2,j,iän,3
蟠,pun4,pan2,p,un,4,p,an,2
過,gwo3,guo4,gw,o,3,g,uo,4
柑,gam1,gan1,g,am,1,g,an,1
烯,hei1,xi1,h,ei,1,x,i,1
匐,baak6,fu2,b,aak,6,f,u,2
濮,buk6,pu2,b,uk,6,p,u,2
仄,zak1,ze4,z,ak,1,z,e,4
蜃,san5,shen4,s,an,5,sh,en,4
箴,zam1,zhen1,z,am,1,zh,en,1
粼,leon4,lin2,l,eon,4,l,in,2
嗥,hou4,hao2,h,ou,4,h,ao,2
褴,laam4,bao3,l,aam,4,b,ao,3
蕨,kyut3,jue2,k,üt,3,j,üe,2
蓟,gai3,ji4,g,ai,3,j,i,4
孪,lyun4,luan2,l,ün,4,l,uan,2
杳,miu5,yao3,m,iu,5,y,ao,3
魇,jim2,yan3,j,im,2,y,än,3
荤,fan1,hun1,f,an,1,h,un,1
簪,zam1,zan1,z,am,1,z,an,1
氲,wan1,yun1,w,an,1,y,ün,1
飒,saap3,sa4,s,aap,3,s,a,4
镂,lau6,lou4,l,au,6,l,ou,4
舀,jiu5,yao3,j,iu,5,y,ao,3
夙,suk1,su4,s,uk,1,s,u,4
蒿,hou1,hao1,h,ou,1,h,ao,1
貂,diu1,diao1,d,iu,1,d,iao,1
蜥,sik1,xi1,s,ik,1,x,i,1
蹩,bit6,bie2,b,it,6,b,ie,2
钛,taai3,tai4,t,aai,3,t,ai,4
钚,bat1,bu4,b,at,1,b,u,4
獾,fun1,huan1,f,un,1,h,uan,1
铠,hoi2,kai3,h,oi,2,k,ai,3
皙,sik1,xi1,s,ik,1,x,i,1
鲈,lou4,lu2,l,ou,4,l,u,2
叵,po2,po3,p,o,2,p,o,3
霾,maai4,mai2,m,aai,4,m,ai,2
泯,man5,min3,m,an,5,m,in,3
碴,caa4,cha2,c,aa,4,ch,a,2
鸵,to4,tuo2,t,o,4,t,uo,2
峪,jyu6,yu4,j,ü,6,y,ü,4
饕,tou1,tao1,t,ou,1,t,ao,1
瘁,seoi5,cui4,s,eoi,5,c,ui,4
睢,seoi1,sui1,s,eoi,1,s,ui,1
鬃,zung1,zong1,z,ung,1,z,ong,1
迩,ji5,er3,j,i,5, ,er,3
纣,zau6,zhou4,z,au,6,zh,ou,4
夔,kwai4,kui2,kw,ai,4,k,ui,2
垠,ngan4,yin2,ng,an,4,y,in,2
饨,tan1,tun2,t,an,1,t,un,2
隍,wong4,huang2,w,ong,4,h,uang,2
篝,gau1,gou1,g,au,1,g,ou,1
榔,long4,lang2,l,ong,4,l,ang,2
鲑,gwai1,gui1,gw,ai,1,g,ui,1
浣,wun5,wan3,w,un,5,w,an,3
舐,sai5,shi4,s,ai,5,sh,i,4
瞭,liu5,liao3,l,iu,5,l,iao,3
忻,jan1,xin1,j,an,1,x,in,1
咻,jau1,xiu1,j,au,1,x,iu,1
鹑,seon4,chun2,s,eon,4,ch,un,2
唑,zo6,zuo4,z,o,6,z,uo,4
懋,maau6,mao4,m,aau,6,m,ao,4
皎,gaau2,jiao3,g,aau,2,j,iao,3
诒,ji4,yi2,j,i,4,y,i,2
冽,lit6,lie4,l,it,6,l,ie,4
箕,gei1,ji1,g,ei,1,j,i,1
俚,lei5,li3,l,ei,5,l,i,3
捱,ngaai4,ai2,ng,aai,4, ,ai,2
摈,ban3,bin4,b,an,3,b,in,4
摺,zip3,zhe2,z,ip,3,zh,e,2
箔,bok6,bo2,b,ok,6,b,o,2
孀,soeng1,shuang1,s,oeng,1,sh,uang,1
砧,zam1,zhen1,z,am,1,zh,en,1
馕,nong4,nang3,n,ong,4,n,ang,3
耄,mou6,mao4,m,ou,6,m,ao,4
罂,ang1,ying1, ,ang,1,y,ing,1
漕,cou4,cao2,c,ou,4,c,ao,2
栾,lyun4,luan2,l,ün,4,l,uan,2
烷,jyun4,wan2,j,ün,4,w,an,2
榷,kok3,que4,k,ok,3,q,üe,4
俑,jung2,yong3,j,ung,2,y,ong,3
沱,to4,tuo2,t,o,4,t,uo,2
缜,zan2,zhen1,z,an,2,zh,en,1
鹫,zau6,jiu4,z,au,6,j,iu,4
剽,piu5,piao4,p,iu,5,p,iao,4
衢,keoi4,qu2,k,eoi,4,q,ü,2
泗,si3,si4,s,i,3,s,i,4
臊,sou1,sao1,s,ou,1,s,ao,1
瘴,zoeng3,zhang4,z,oeng,3,zh,ang,4
酚,fan1,fen1,f,an,1,f,en,1
纾,syu1,shu1,s,ü,1,sh,u,1
叁,saam1,san1,s,aam,1,s,an,1
憩,hei3,qi4,h,ei,3,q,i,4
掬,guk1,ju2,g,uk,1,j,ü,2
啮,ngit6,nie4,ng,it,6,n,ie,4
畿,gei1,ji1,g,ei,1,j,i,1
掸,daan5,dan3,d,aan,5,d,an,3
镣,liu4,liao2,l,iu,4,l,iao,2
骁,hiu1,xiao1,h,iu,1,x,iao,1
侗,dung6,tong1,d,ung,6,t,ong,1
滦,lyun4,luan2,l,ün,4,l,uan,2
蚱,zaa3,zha4,z,aa,3,zh,a,4
酯,zi2,zhi3,z,i,2,zh,i,3
體,tai2,ti3,t,ai,2,t,i,3
癸,gwai3,gui3,gw,ai,3,g,ui,3
扪,mun4,men2,m,un,4,m,en,2
歆,jam1,xin1,j,am,1,x,in,1
蝮,fuk1,fu4,f,uk,1,f,u,4
蹶,kyut3,jue2,k,üt,3,j,üe,2
弈,jik6,yi4,j,ik,6,y,i,4
喟,wai2,kui4,w,ai,2,k,ui,4
滂,pong4,pang1,p,ong,4,p,ang,1
啕,tou4,tao2,t,ou,4,t,ao,2
蛎,lai6,li4,l,ai,6,l,i,4
獭,caat3,ta4,c,aat,3,t,a,4
槁,gou2,gao3,g,ou,2,g,ao,3
翊,jik6,yi4,j,ik,6,y,i,4
龊,cuk1,chuo4,c,uk,1,ch,uo,4
莘,san1,shen1,s,an,1,sh,en,1
剁,do2,duo4,d,o,2,d,uo,4
觐,gan2,jin3,g,an,2,j,in,3
铛,dong1,dang1,d,ong,1,d,ang,1
谗,caam4,chan2,c,aam,4,ch,an,2
镍,nip1,nie4,n,ip,1,n,ie,4
臃,jung2,yong3,j,ung,2,y,ong,3
涿,doek3,zhuo1,d,oek,3,zh,uo,1
醯,hei1,xi1,h,ei,1,x,i,1
箩,lo4,luo2,l,o,4,l,uo,2
鄱,po4,po2,p,o,4,p,o,2
睨,ngai6,ni4,ng,ai,6,n,i,4
坳,aau3,ao4, ,aau,3, ,ao,4
鹭,lou6,lu4,l,ou,6,l,u,4
砷,san1,shen1,s,an,1,sh,en,1
唏,hei1,xi1,h,ei,1,x,i,1
猬,wai6,wei4,w,ai,6,w,ei,4
琥,fu2,hu3,f,u,2,h,u,3
殁,mut6,mo4,m,ut,6,m,o,4
蚩,ci1,chi1,c,i,1,ch,i,1
泾,ging1,jing1,g,ing,1,j,ing,1
缥,piu1,piao3,p,iu,1,p,iao,3
殓,lim5,lian4,l,im,5,l,ian,4
鳅,cau1,qiu1,c,au,1,q,iu,1
氰,cing1,qing1,c,ing,1,q,ing,1
诋,dai2,di3,d,ai,2,d,i,3
刍,co1,chu2,c,o,1,ch,u,2
芷,zi2,zhi3,z,i,2,zh,i,3
嶙,leon4,lin2,l,eon,4,l,in,2
逅,hau6,hou4,h,au,6,h,ou,4
呓,ngai6,yi4,ng,ai,6,y,i,4
茁,zyut3,zhuo2,z,üt,3,zh,uo,2
馑,gan2,jin3,g,an,2,j,in,3
苷,gam1,gan1,g,am,1,g,an,1
擢,zok6,zhuo2,z,ok,6,zh,uo,2
峋,seon1,xun2,s,eon,1,x,ün,2
袂,mai6,mei4,m,ai,6,m,ei,4
蓑,so1,suo1,s,o,1,s,uo,1
與,jyu6,yu3,j,ü,6,y,ü,3
涞,loi4,lai2,l,oi,4,l,ai,2
祉,zi2,zhi3,z,i,2,zh,i,3
踹,caai2,chuai4,c,aai,2,ch,uai,4
掇,zyut3,duo2,z,üt,3,d,uo,2
沏,cai3,qi1,c,ai,3,q,i,1
诳,gwong2,kuang2,gw,ong,2,k,uang,2
饪,jam6,ren4,j,am,6,r,en,4
谘,zi1,zi1,z,i,1,z,i,1
飧,syun1,sun1,s,ün,1,s,un,1
铡,zaat3,zha2,z,aat,3,zh,a,2
枞,zung1,cong1,z,ung,1,c,ong,1
熨,wan6,yun4,w,an,6,y,ün,4
俦,cau4,chou2,c,au,4,ch,ou,2
幺,jiu1,yao1,j,iu,1,y,ao,1
龌,aak1,wo4, ,aak,1,w,o,4
挞,taat3,ta4,t,aat,3,t,a,4
嬴,jing4,ying2,j,ing,4,y,ing,2
肽,taai3,tai4,t,aai,3,t,ai,4
恸,dung6,tong4,d,ung,6,t,ong,4
钰,juk6,yu4,j,uk,6,y,ü,4
儆,ging2,jing3,g,ing,2,j,ing,3
觎,jyu4,yu2,j,ü,4,y,ü,2
讫,gat1,qi4,g,at,1,q,i,4
滓,zi2,zi3,z,i,2,z,i,3
僮,tung4,tong2,t,ung,4,t,ong,2
媾,gau3,gou4,g,au,3,g,ou,4
龇,zi1,zi1,z,i,1,z,i,1
胯,kwaa3,kua4,kw,aa,3,k,ua,4
涮,saan3,shuan4,s,aan,3,sh,uan,4
绾,waan2,wan3,w,aan,2,w,an,3
杈,caa3,cha1,c,aa,3,ch,a,1
疸,taan2,dan3,t,aan,2,d,an,3
卞,bin6,bian4,b,in,6,b,ian,4
愠,wan3,yun4,w,an,3,y,ün,4
拮,git3,jie2,g,it,3,j,ie,2
烨,jip6,ye4,j,ip,6,y,e,4
菠,bo1,bo1,b,o,1,b,o,1
窈,jiu2,yao3,j,iu,2,y,ao,3
罄,hing3,qing4,h,ing,3,q,ing,4
囤,tyun4,dun4,t,ün,4,d,un,4
奘,zong6,zang4,z,ong,6,z,ang,4
缈,miu5,miao3,m,iu,5,m,iao,3
喵,miu1,miao1,m,iu,1,m,iao,1
潢,wong4,huang2,w,ong,4,h,uang,2
遛,lau6,liu2,l,au,6,l,iu,2
柚,jau2,you4,j,au,2,y,ou,4
郏,gaap3,jia2,g,aap,3,j,ia,2
藜,lai4,li2,l,ai,4,l,i,2
镳,biu1,biao1,b,iu,1,b,iao,1
雉,zi6,zhi4,z,i,6,zh,i,4
橐,tok3,tuo2,t,ok,3,t,uo,2
陽,joeng4,yang2,j,oeng,4,y,ang,2
骈,pin4,pian2,p,in,4,p,ian,2
蛉,ling4,ling2,l,ing,4,l,ing,2
艮,gan3,gen4,g,an,3,g,en,4
搽,caa4,cha2,c,aa,4,ch,a,2
濡,jyu4,ru2,j,ü,4,r,u,2
寮,liu4,liao2,l,iu,4,l,iao,2
柩,gau3,jiu4,g,au,3,j,iu,4
佗,to4,tuo2,t,o,4,t,uo,2
啷,long1,lang1,l,ong,1,l,ang,1
視,si6,shi4,s,i,6,sh,i,4
偻,lau4,lv3,l,au,4,l,ü,3
夯,haang1,hang1,h,aang,1,h,ang,1
闱,wai4,wei2,w,ai,4,w,ei,2
夥,fo2,huo3,f,o,2,h,uo,3
枸,gau2,ju3,g,au,2,j,ü,3
虻,mong4,meng2,m,ong,4,m,eng,2
筠,wan4,yun2,w,an,4,y,ün,2
笞,ci1,chi1,c,i,1,ch,i,1
臾,jyu4,yu2,j,ü,4,y,ü,2
婀,o1,e1, ,o,1, ,e,1
珞,lok3,luo4,l,ok,3,l,uo,4
粑,baa1,ba1,b,aa,1,b,a,1
怵,zeot1,chu4,z,eot,1,ch,u,4
绻,hyun3,quan3,h,ün,3,q,üän,3
殒,wan5,yun3,w,an,5,y,ün,3
觊,gei3,ji4,g,ei,3,j,i,4
颧,kyun4,quan2,k,ün,4,q,üän,2
嗑,haap3,ke4,h,aap,3,k,e,4
榛,zeon1,zhen1,z,eon,1,zh,en,1
昱,juk1,yu4,j,uk,1,y,ü,4
蜴,jik6,yi4,j,ik,6,y,i,4
鳝,sin5,shan4,s,in,5,sh,an,4
噙,kam4,qin2,k,am,4,q,in,2
淼,miu5,miao3,m,iu,5,m,iao,3
矾,faan4,fan2,f,aan,4,f,an,2
硼,paang4,peng2,p,aang,4,p,eng,2
囿,jau6,you4,j,au,6,y,ou,4
泅,cau4,qiu2,c,au,4,q,iu,2
邂,haai6,xie4,h,aai,6,x,ie,4
蠹,dou3,du4,d,ou,3,d,u,4
垩,ok3,e4, ,ok,3, ,e,4
乩,gei1,ji1,g,ei,1,j,i,1
嗝,gaak3,ge2,g,aak,3,g,e,2
淦,gam3,gan4,g,am,3,g,an,4
樽,zeon1,zun1,z,eon,1,z,un,1
揆,kwai5,kui2,kw,ai,5,k,ui,2
啐,ceoi3,cui4,c,eoi,3,c,ui,4
淅,sik1,xi1,s,ik,1,x,i,1
榉,geoi2,ju3,g,eoi,2,j,ü,3
馗,kwai4,kui2,kw,ai,4,k,ui,2
辔,bei3,pei4,b,ei,3,p,ei,4
暹,cim1,xian1,c,im,1,x,iän,1
骛,mou6,wu4,m,ou,6,w,u,4
鱿,jau4,you2,j,au,4,y,ou,2
犷,gwong2,guang3,gw,ong,2,g,uang,3
獠,liu4,liao2,l,iu,4,l,iao,2
竦,sung2,song3,s,ung,2,s,ong,3
诨,wan6,hun4,w,an,6,h,un,4
铰,gaau2,jiao3,g,aau,2,j,iao,3
馄,wan4,hun2,w,an,4,h,un,2
蜚,fei1,fei1,f,ei,1,f,ei,1
峒,tung4,tong2,t,ung,4,t,ong,2
滢,jing4,ying4,j,ing,4,y,ing,4
琬,jyun2,wan3,j,ün,2,w,an,3
靓,leng3,jing4,l,eng,3,j,ing,4
狻,syun1,suan1,s,ün,1,s,uan,1
璨,caan3,can4,c,aan,3,c,an,4
螨,mun5,man3,m,un,5,m,an,3
嘹,liu4,liao2,l,iu,4,l,iao,2
锟,gwan1,kun1,gw,an,1,k,un,1
蜇,zit3,zhe2,z,it,3,zh,e,2
栉,zit3,jie2,z,it,3,j,ie,2
俪,lai6,li4,l,ai,6,l,i,4
钍,tou2,tu3,t,ou,2,t,u,3
瑁,mou6,mao4,m,ou,6,m,ao,4
壹,jat1,yi1,j,at,1,y,i,1
痿,wai2,wei3,w,ai,2,w,ei,3
粕,pok3,po4,p,ok,3,p,o,4
犄,gei1,ji1,g,ei,1,j,i,1
饯,zin3,jian4,z,in,3,j,iän,4
衲,naap6,na4,n,aap,6,n,a,4
踮,dim3,dian3,d,im,3,d,ian,3
龅,baau6,pao2,b,aau,6,p,ao,2
愎,bik1,bi4,b,ik,1,b,i,4
馥,fuk1,fu4,f,uk,1,f,u,4
梏,guk1,gu4,g,uk,1,g,u,4
讣,fu6,fu4,f,u,6,f,u,4
邝,kong3,kuang4,k,ong,3,k,uang,4
鲟,cam4,xun2,c,am,4,x,ün,2
剜,wun1,wan1,w,un,1,w,an,1
绉,zau3,zhou4,z,au,3,zh,ou,4
衩,caa3,cha4,c,aa,3,ch,a,4
姣,gaau2,jiao1,g,aau,2,j,iao,1
斫,zoek3,zhuo2,z,oek,3,zh,uo,2
腎,san5,shen4,s,an,5,sh,en,4
爻,ngaau4,yao2,ng,aau,4,y,ao,2
猕,nei4,mi2,n,ei,4,m,i,2
晗,ham4,han2,h,am,4,h,an,2
铩,saat3,sha1,s,aat,3,sh,a,1
窕,tiu5,tiao3,t,iu,5,t,iao,3
仨,saam1,sa1,s,aam,1,s,a,1
搡,song2,sang3,s,ong,2,s,ang,3
崴,wai1,wei1,w,ai,1,w,ei,1
檄,hat6,xi2,h,at,6,x,i,2
佞,ning6,ning4,n,ing,6,n,ing,4
孑,kit3,jie2,k,it,3,j,ie,2
璀,ceoi2,cui3,c,eoi,2,c,ui,3
岷,man4,min2,m,an,4,m,in,2
邕,jung1,yong1,j,ung,1,y,ong,1
闿,hoi2,kai3,h,oi,2,k,ai,3
铂,bok6,bo2,b,ok,6,b,o,2
霁,zai3,ji4,z,ai,3,j,i,4
犒,hou3,kao4,h,ou,3,k,ao,4
馏,lau6,liu4,l,au,6,l,iu,4
阈,wik6,yu4,w,ik,6,y,ü,4
麋,mei4,mi2,m,ei,4,m,i,2
麒,kei4,qi2,k,ei,4,q,i,2
摁,on3,en4, ,on,3, ,en,4
涔,sam4,cen2,s,am,4,c,en,2
宥,jau6,you4,j,au,6,y,ou,4
妍,jin4,yan2,j,in,4,y,än,2
铤,ting5,ting3,t,ing,5,t,ing,3
嗲,de2,dia3,d,e,2,d,ia,3
赝,ngaan6,yan4,ng,aan,6,y,än,4
胛,gaap3,jia3,g,aap,3,j,ia,3
哂,can2,shen3,c,an,2,sh,en,3
撷,kit3,xie2,k,it,3,x,ie,2
懔,lam5,lin3,l,am,5,l,in,3
桎,zat6,zhi4,z,at,6,zh,i,4
霰,sin3,xian4,s,in,3,x,iän,4
飨,hoeng2,xiang3,h,oeng,2,x,iang,3
揄,jyu4,yu2,j,ü,4,y,ü,2
噔,dang1,deng1,d,ang,1,d,eng,1
薏,ji3,yi4,j,i,3,y,i,4
咤,zaa3,zha4,z,aa,3,zh,a,4
迤,ji5,yi3,j,i,5,y,i,3
胪,lou4,lu2,l,ou,4,l,u,2
泸,lou4,lu2,l,ou,4,l,u,2
蔫,jin1,yan1,j,in,1,y,än,1
刈,ngaai6,yi4,ng,aai,6,y,i,4
鹌,am1,an1, ,am,1, ,an,1
嗪,ceon4,qin2,c,eon,4,q,in,2
茏,lung4,long2,l,ung,4,l,ong,2
茯,fuk6,fu2,f,uk,6,f,u,2
岫,zau6,xiu4,z,au,6,x,iu,4
嵘,wing4,rong2,w,ing,4,r,ong,2
轱,gu1,ku1,g,u,1,k,u,1
铨,cyun4,quan2,c,ün,4,q,üän,2
昕,jan1,xin1,j,an,1,x,in,1
郢,jing5,ying3,j,ing,5,y,ing,3
馊,sau1,sou1,s,au,1,s,ou,1
髡,kwan1,kun1,kw,an,1,k,un,1
澧,lai5,li3,l,ai,5,l,i,3
苣,geoi6,ju4,g,eoi,6,j,ü,4
盥,gun3,guan4,g,un,3,g,uan,4
囡,naam4,nan1,n,aam,4,n,an,1
砺,lai6,li4,l,ai,6,l,i,4
谶,caam3,chen4,c,aam,3,ch,en,4
弑,si3,shi4,s,i,3,sh,i,4
楂,zaa1,zha1,z,aa,1,zh,a,1
翦,zin2,jian3,z,in,2,j,iän,3
怩,nei4,ni2,n,ei,4,n,i,2
蠼,keoi4,jue2,k,eoi,4,j,üe,2
霏,fei1,fei1,f,ei,1,f,ei,1
楹,jing4,ying2,j,ing,4,y,ing,2
锲,kit3,qie4,k,it,3,q,ie,4
慵,jung4,yong1,j,ung,4,y,ong,1
潍,wai4,wei2,w,ai,4,w,ei,2
杵,cyu2,chu3,c,ü,2,ch,u,3
帼,gwok3,guo2,gw,ok,3,g,uo,2
诌,zau1,zou1,z,au,1,z,ou,1
徕,loi4,lai2,l,oi,4,l,ai,2
胴,dung6,dong4,d,ung,6,d,ong,4
钴,gu2,gu1,g,u,2,g,u,1
裟,saa1,sha1,s,aa,1,sh,a,1
啶,ding6,ding4,d,ing,6,d,ing,4
铱,ji1,yi3,j,i,1,y,i,3
楫,zip3,ji2,z,ip,3,j,i,2
酊,ding2,ding3,d,ing,2,d,ing,3
魑,ci1,chi1,c,i,1,ch,i,1
醛,cyun4,quan2,c,ün,4,q,üän,2
剐,waa2,gua3,w,aa,2,g,ua,3
畦,kwai4,qi2,kw,ai,4,q,i,2
闶,kong3,kang4,k,ong,3,k,ang,4
阄,gau1,jiu1,g,au,1,j,iu,1
骅,waa4,hua2,w,aa,4,h,ua,2
倜,tik1,ti4,t,ik,1,t,i,4
呤,ling4,ling2,l,ing,4,l,ing,2
